TransMem v7 — Source->Destination Centroid Routing Trace
==========================================================================================
Probe tokens (290):
  'The' ' central' ' bank' ' raised' ' interest' ' rates' ' by' ' 25' ' basis' ' points'
  ' on' ' Thursday' ',' ' its' ' seventh' ' consecutive' ' increase' ',' ' citing'
  ' persistent' ' inflation' 'ary' ' pressure' ' across' ' energy' ' and' ' food'
  ' sectors' '.' ' Markets' ' had' ' largely' ' priced' ' in' ' the' ' move' ','
  ' though' ' the' ' accompanying' ' statement' ' surprised' ' analysts' ' by'
  ' signalling' ' a' ' potential' ' pause' ' in' ' June' '.' ' The' ' benchmark' ' ten'
  '-' 'year' ' yield' ' rose' ' four' ' basis' ' points' ' to' ' 4' '.' '31' ' percent'
  ' shortly' ' after' ' the' ' announcement' '.' ' ' ' The' ' prime' ' minister'
  ' addressed' ' parliament' ' on' ' Tuesday' ',' ' defending' ' the' ' government' "'s"
  ' proposed' ' reforms' ' to' ' the' ' healthcare' ' system' '.' ' Opposition'
  ' leaders' ' criticised' ' the' ' plan' ' as' ' under' 'funded' ' and' ' poorly'
  ' timed' ',' ' arguing' ' that' ' frontline' ' workers' ' had' ' not' ' been'
  ' consulted' '.' ' Several' ' back' 'ben' 'chers' ' from' ' the' ' ruling' ' coalition'
  ' also' ' expressed' ' reservations' ',' ' threatening' ' to' ' vote' ' against' ' the'
  ' bill' ' unless' ' amendments' ' were' ' introduced' ' before' ' the' ' final'
  ' reading' '.' ' ' ' Voters' ' in' ' three' ' swing' ' states' ' will' ' head' ' to'
  ' the' ' polls' ' next' ' month' ' in' ' what' ' analysts' ' describe' ' as' ' a'
  ' bell' 'w' 'ether' ' for' ' the' ' national' ' election' '.' ' Poll' 'ing' ' data'
  ' suggests' ' a' ' tight' ' race' ',' ' with' ' neither' ' candidate' ' holding' ' a'
  ' decisive' ' lead' ' outside' ' the' ' margin' ' of' ' error' '.' ' Campaign'
  ' strateg' 'ists' ' on' ' both' ' sides' ' have' ' shifted' ' resources' ' toward'
  ' rural' ' districts' ',' ' where' ' turnout' ' could' ' prove' ' decisive' '.'
  ' Meanwhile' ',' ' independent' ' candidates' ' continue' ' to' ' draw' ' support'
  ' from' ' younger' ' voters' ' disillusion' 'ed' ' with' ' the' ' two' ' major'
  ' parties' '.' ' ' ' The' ' foreign' ' minister' ' met' ' with' ' her' ' counterparts'
  ' from' ' six' ' neighbouring' ' countries' ' to' ' discuss' ' a' ' regional' ' trade'
  ' agreement' ' that' ' has' ' been' ' stalled' ' for' ' over' ' two' ' years' '.'
  ' Neg' 'oti' 'ators' ' cited' ' disagreements' ' over' ' agricultural' ' tariffs'
  ' and' ' intellectual' ' property' ' protections' ' as' ' the' ' primary' ' obstacles'
  '.' ' A' ' joint' ' commun' 'ique' ' issued' ' after' ' the' ' talks' ' described'
  ' the' ' discussions' ' as' ' constructive' ' but' ' acknowledged' ' that'
  ' significant' ' differences' ' remain' ' unresolved' '.'
==========================================================================================

==========================================================================================
BLOCK 0  (unique src: 31/128  unique dst: 16/128  self-routes: 2/290)
==========================================================================================
Token             POS     Src  SrcH  Top3-Src       Dst  DstH  Top3-Dst      Dir
    #3  Slot  20  (  9 tokens, dominant POS: NOUN):  ' vote'  ' Voters'  ' polls'  ' election'  ' race'  ' candidate'  ' turnout'  ' candidates  ' voters'
    #4  Slot  24  (  7 tokens, dominant POS: NOUN):  ' government  ' reforms'  ' ruling'  ' bill'  ' amendments  ' tariffs'  ' protection
    #5  Slot  55  (  4 tokens, dominant POS: ADJ):  ' poorly'  ' decisive'  ' constructi

  Top-5 destination slots:
    #1  Slot 107  ( 64 tokens):  ' bank'  ' rates'  ' inflation'  ' energy'  ' food'  ' sectors'  ' Markets'  ' signalling  ' benchmark'  ' ten'
    #2  Slot  59  ( 50 tokens):  ' its'  ' seventh'  ' had'  ' the'  ' though'  ' a'  ' The'  ' to'  ' after'  "'s"
    #3  Slot  99  ( 40 tokens):  ' central'  ' consecutiv  ' persistent  ' largely'  ' priced'  ' accompanyi  ' surprised'  ' potential'  ' four'  ' percent'
    #4  Slot  25  ( 38 tokens):  ' interest'  ' basis'  ' points'  ' increase'  ' pressure'  ' move'  ' statement'  ' pause'  ' yield'  ' rose'
    #5  Slot  89  ( 23 tokens):  ' by'  ' on'  ' across'  ' in'  ' from'  ' against'  ' for'  ' with'  ' of'  ' toward'

  !!  COLLAPSE WARNING: top slot captures 74.5% of all tokens

==========================================================================================
BLOCK 1  (unique src: 27/128  unique dst: 10/128  self-routes: 0/290)
==========================================================================================
Token             POS     Src  SrcH  Top3-Src       Dst  DstH  Top3-Dst      Dir
--------------------------------------------------------------------------------
'The'             DET      73  0.00  73,59,46       109  3.74  109,58,75     ->
' central'        ADJ      83  3.76  83,55,25        73  0.90  73,45,124     ->
' bank'           NOUN     83  3.61  83,49,25        73  0.74  73,124,31     ->
' raised'         VERB     83  3.89  83,55,33        73  0.55  73,98,45      ->
' interest'       NOUN     83  3.99  83,55,49        73  0.34  73,82,20      ->
' rates'          NOUN     83  3.45  83,55,49        73  0.38  73,124,82     ->
' by'             ADP      33  3.49  33,83,111       73  1.48  73,98,113     ->
' 25'             NUM      83  4.12  83,5,56         73  0.22  73,45,93      ->
' basis'          NOUN     83  3.85  83,55,114       73  1.40  73,20,45      ->
' points'         NOUN     83  3.60  83,55,36        73  0.31  73,45,98      ->
' on'             ADP      33  3.51  33,83,111      108  0.27  108,73,98     ->
' Thursday'       PROPN    85  3.75  85,83,55        73  0.30  73,82,16      ->
','               PUNCT    46  4.18  46,33,83        73  1.10  73,45,78      ->
' its'            PRON     33  4.10  33,61,111       73  1.42  73,26,67      ->
' seventh'        ADJ      83  4.37  83,33,111       73  1.04  73,53,37      ->
' consecutive'    ADJ      55  3.70  55,83,90        73  0.32  73,58,93      ->
' increase'       NOUN     55  3.63  55,83,36        73  0.33  73,98,82      ->
','               PUNCT    46  4.03  46,33,83        73  0.92  73,45,6       ->
' citing'         VERB     55  4.20  55,83,90        73  1.27  73,98,113     ->
' persistent'     ADJ      55  3.38  55,83,90        73  0.29  73,98,82      ->
' inflation'      X        83  3.90  83,49,25        73  0.23  73,124,120    ->
'ary'             X        83  4.10  83,55,25        73  0.53  73,67,95      ->
' pressure'       NOUN     83  3.73  83,55,25        73  0.23  73,98,82      ->
' across'         ADP      33  4.32  33,83,55        73  3.06  73,112,98     ->
' energy'         NOUN     83  4.18  83,18,55        73  0.12  73,124,120    ->
' and'            CCONJ    33  4.23  33,83,55        73  0.48  73,45,26      ->
' food'           NOUN     18  3.85  18,83,49        73  0.19  73,46,120     ->
' sectors'        NOUN     83  4.33  83,58,55        73  0.53  73,120,40     ->
'.'               PUNCT    76  2.27  76,82,33        73  1.35  73,6,37       ->
' Markets'        NOUN     83  4.02  83,49,55        73  0.44  73,124,6      ->
' had'            VERB     33  4.15  33,83,111       73  1.03  73,35,113     ->
' largely'        ADV      55  3.98  55,83,90        73  0.24  73,45,98      ->
' priced'         VERB     55  4.03  55,49,83        73  0.38  73,82,16      ->
' in'             ADP      33  3.55  33,83,111       78  0.58  78,73,108     ->
' the'            DET      53  3.80  53,33,61        73  0.72  73,53,82      ->
' move'           NOUN     55  4.18  55,83,88        73  0.34  73,120,26     ->
','               PUNCT    46  3.72  46,33,83        73  0.53  73,45,6       ->
' though'         ADP      33  4.35  33,10,83        20  1.28  20,73,40      ->
' the'            DET      53  3.58  53,33,61        73  0.73  73,53,82      ->
' accompanying'   VERB     55  3.77  55,83,89        73  0.39  73,68,93      ->
' statement'      NOUN     83  4.19  83,55,114       73  0.25  73,24,82      ->
' surprised'      VERB     55  3.55  55,83,89        73  0.57  73,68,113     ->
' analysts'       NOUN     83  4.12  83,58,55        73  0.32  73,59,124     ->
' by'             ADP      33  3.25  33,83,55        73  0.90  73,98,113     ->
' signalling'     VERB     55  3.97  55,83,109       73  0.21  73,82,93      ->
' a'              DET      33  4.03  33,61,4         73  0.18  73,82,26      ->
' potential'      ADJ      55  4.00  55,83,90        73  0.31  73,82,46      ->
' pause'          NOUN     55  3.68  55,83,85        73  0.25  73,82,120     ->
' in'             ADP      33  3.66  33,83,111       78  0.22  78,73,108     ->
' June'           PROPN    85  3.81  85,55,83        73  0.11  73,45,82      ->
'.'               PUNCT    76  1.96  76,82,33        73  1.20  73,6,37       ->
' The'            DET      53  3.61  53,33,61        73  0.84  73,53,24      ->
' benchmark'      NOUN     55  3.88  55,83,109       73  0.22  73,82,124     ->
' ten'            X        55  4.32  55,83,5         73  0.13  73,93,58      ->
'-'               X        33  4.31  33,83,76        73  0.83  73,37,93      ->
'year'            X        83  4.28  83,85,56        73  0.08  73,124,82     ->
' yield'          NOUN     55  3.87  55,83,49        73  0.38  73,113,82     ->
' rose'           VERB     55  4.05  55,83,85        73  0.11  73,82,16      ->
' four'           NUM      55  4.31  55,83,85        73  0.18  73,93,87      ->
' basis'          NOUN     55  4.14  55,83,114       73  0.70  73,20,38      ->
' points'         NOUN     55  4.21  55,83,36        73  0.15  73,45,98      ->
' to'             ADP     111  3.33  111,33,83       73  0.53  73,26,37      ->
' 4'              X       126  4.23  126,83,5        73  0.07  73,45,48      ->
'.'               PUNCT    76  1.81  76,82,33        73  1.16  73,6,37       ->
'31'              X        83  4.18  83,5,56         73  0.13  73,45,124     ->
' percent'        NOUN     55  4.28  55,83,36        73  0.12  73,124,93     ->
' shortly'        ADV      55  4.25  55,85,83        73  0.17  73,82,31      ->
' after'          ADP      33  4.30  33,111,83       73  0.47  73,113,20     ->
' the'            DET      53  3.61  53,33,61        73  0.61  73,53,82      ->
' announcement'   NOUN     55  4.21  55,83,114       73  0.24  73,82,59      ->
'.'               PUNCT    76  1.73  76,82,33        73  1.17  73,6,37       ->
' '               SPACE    77  4.32  77,3,83         73  0.32  73,105,37     ->
' The'            DET      53  3.52  53,33,61        73  0.78  73,53,82      ->
' prime'          ADJ      55  4.36  55,83,25        73  0.16  73,46,1       ->
' minister'       NOUN     25  3.88  25,83,58        73  0.27  73,124,122    ->
' addressed'      VERB     55  3.74  55,83,114       73  0.29  73,68,59      ->
' parliament'     NOUN     25  3.46  25,83,58        73  0.44  73,124,99     ->
' on'             ADP      33  3.76  33,83,111      108  0.24  108,73,68     ->
' Tuesday'        PROPN    85  2.96  85,83,55        73  0.17  73,82,59      ->
','               PUNCT    46  3.72  46,33,55        73  0.35  73,45,124     ->
' defending'      VERB     55  3.37  55,83,25        73  0.75  73,98,24      ->
' the'            DET      53  3.45  53,33,61        73  0.59  73,53,82      ->
' government'     NOUN     25  3.68  25,58,83        73  0.30  73,124,120    ->
"'s"              PART     33  4.16  33,111,61       73  0.37  73,26,113     ->
' proposed'       VERB     55  3.69  55,83,25        73  0.31  73,82,16      ->
' reforms'        NOUN     25  4.06  25,55,88        73  0.22  73,120,82     ->
' to'             ADP     111  3.22  111,33,55       73  0.49  73,26,37      ->
' the'            DET      53  3.41  53,33,61        73  0.60  73,53,82      ->
' healthcare'     NOUN     11  4.00  11,25,49        73  0.19  73,82,124     ->
' system'         NOUN     88  4.17  88,109,83       73  0.21  73,124,120    ->
'.'               PUNCT    76  1.62  76,82,33        73  1.15  73,6,37       ->
' Opposition'     NOUN     25  3.76  25,55,83        73  0.31  73,120,82     ->
' leaders'        NOUN     25  3.91  25,58,83        73  0.25  73,124,59     ->
' criticised'     VERB     55  3.98  55,83,25        73  0.52  73,68,45      ->
' the'            DET      53  3.40  53,61,33        73  0.61  73,53,82      ->
' plan'           NOUN     88  4.17  88,55,83        73  0.29  73,82,26      ->
' as'             ADP      33  4.42  33,55,83        73  0.52  73,45,113     ->
' under'          X        33  4.21  33,111,76       73  2.09  73,95,113     ->
'funded'          X        55  3.82  55,83,25        73  0.30  73,82,59      ->
' and'            CCONJ    33  4.25  33,55,83        73  0.21  73,45,113     ->
' poorly'         ADV      55  4.14  55,83,90        73  0.26  73,82,45      ->
' timed'          VERB     55  2.57  55,83,85        73  0.51  73,82,45      ->
','               PUNCT    46  3.33  46,33,55        73  0.32  73,45,124     ->
' arguing'        VERB     55  4.23  55,83,25        73  0.40  73,20,82      ->
' that'           DET      76  4.16  76,33,83        73  0.35  73,60,93      ->
' frontline'      ADJ      55  4.18  55,83,25        73  0.27  73,82,124     ->
' workers'        NOUN     58  3.65  58,25,83        73  0.17  73,124,120    ->
' had'            VERB     33  4.19  33,111,4        73  0.77  73,35,113     ->
' not'            ADV      33  4.10  33,111,4        73  0.24  73,64,82      ->
' been'           VERB     33  4.31  33,55,111       73  0.22  73,26,113     ->
' consulted'      VERB     55  4.12  55,83,58        73  0.70  73,68,126     ->
'.'               PUNCT    76  1.54  76,82,33        73  1.12  73,6,105      ->
' Several'        ADJ      55  4.19  55,90,94        73  0.25  73,87,93      ->
' back'           X        80  3.81  80,55,83        73  0.04  73,124,82     ->
'ben'             X        83  4.30  83,77,55        73  0.15  73,93,114     ->
'chers'           X        58  3.83  58,55,83        73  0.10  73,82,24      ->
' from'           ADP      33  3.70  33,55,83        98  0.86  98,73,113     ->
' the'            DET      53  3.28  53,61,33        73  0.57  73,53,82      ->
' ruling'         VERB     55  4.25  55,25,83        73  0.12  73,124,24     ->
' coalition'      NOUN     25  3.82  25,58,55        73  0.51  73,124,120    ->
' also'           ADV      33  4.27  33,4,10         73  0.23  73,82,24      ->
' expressed'      VERB     55  4.26  55,90,83        73  0.43  73,82,113     ->
' reservations'   NOUN     55  3.85  55,83,114       73  0.10  73,82,59      ->
','               PUNCT    46  3.26  46,33,55        73  0.31  73,45,124     ->
' threatening'    VERB     55  3.44  55,83,25        73  0.44  73,82,98      ->
' to'             ADP     111  3.02  111,33,55       73  0.44  73,26,24      ->
' vote'           VERB     25  4.27  25,55,83        73  0.09  73,24,124     ->
' against'        ADP      33  3.67  33,55,111       73  1.69  73,113,28     ->
' the'            DET      53  3.19  53,61,33        73  0.57  73,53,82      ->
' bill'           NOUN     25  4.14  25,88,83        73  0.13  73,82,24      ->
' unless'         ADP      33  4.47  33,46,76       108  1.38  108,73,20     ->
' amendments'     NOUN     55  4.10  55,25,88        73  0.18  73,82,120     ->
' were'           VERB     33  4.30  33,55,111       73  0.28  73,113,26     ->
' introduced'     VERB     55  3.69  55,83,25        73  0.14  73,82,120     ->
' before'         ADP      33  4.36  33,111,4        73  0.84  73,40,105     ->
' the'            DET      53  3.08  53,61,33        73  0.56  73,53,82      ->
' final'          ADJ      33  4.21  33,4,111        73  0.93  73,26,82      ->
' reading'        NOUN     55  4.07  55,114,83       73  0.54  73,68,108     ->
'.'               PUNCT    76  1.43  76,82,33        73  1.11  73,6,105      ->
' '               SPACE    77  4.30  77,3,2          73  0.31  73,105,93     ->
' Voters'         NOUN     25  3.63  25,58,55        73  0.12  73,59,24      ->
' in'             ADP      33  3.85  33,83,55        78  0.14  78,73,112     ->
' three'          NUM      55  4.25  55,83,85        73  0.15  73,87,93      ->
' swing'          VERB     55  3.76  55,83,18        73  0.29  73,93,124     ->
' states'         NOUN     25  4.11  25,55,56        73  0.07  73,20,124     ->
' will'           AUX      33  4.25  33,103,44       26  0.74  26,64,37      ->
' head'           VERB     55  4.40  55,83,58        73  0.18  73,46,125     ->
' to'             ADP     111  2.92  111,33,55       73  0.41  73,26,95      ->
' the'            DET      53  3.07  53,61,33        73  0.56  73,53,82      ->
' polls'          NOUN     25  4.18  25,74,55        73  0.12  73,24,59      ->
' next'           ADJ      33  4.17  33,4,57         73  0.54  73,26,67      ->
' month'          NOUN     85  3.72  85,55,83        73  0.07  73,31,124     ->
' in'             ADP      33  3.87  33,55,83        78  0.13  78,73,112     ->
' what'           PRON     76  3.86  76,33,83        60  0.32  60,73,125     ->
' analysts'       NOUN     58  4.16  58,55,83        73  0.25  73,59,124     ->
' describe'       VERB     55  3.54  55,94,83        73  0.24  73,68,98      ->
' as'             ADP      33  4.42  33,55,83        73  0.43  73,45,113     ->
' a'              DET      33  4.09  33,61,4         73  0.13  73,82,26      ->
' bell'           X        77  4.18  77,18,55        73  0.17  73,82,103     ->
'w'               X         2  3.97  2,77,3          73  0.29  73,68,105     ->
'ether'           X        55  4.29  55,83,77        73  0.25  73,82,84      ->
' for'            ADP      33  3.43  33,55,111        1  0.72  1,73,93       ->
' the'            DET      53  3.02  53,61,33        73  0.56  73,53,82      ->
' national'       ADJ      25  4.28  25,56,55        73  0.22  73,26,124     ->
' election'       NOUN     25  3.52  25,55,83        73  0.07  73,120,124    ->
'.'               PUNCT    76  1.41  76,82,33        73  1.09  73,6,105      ->
' Poll'           X        74  4.24  74,25,114       73  0.42  73,82,113     ->
'ing'             X        55  3.61  55,83,80        73  0.12  73,98,24      ->
' data'           NOUN     74  3.82  74,55,114       73  0.08  73,46,82      ->
' suggests'       VERB     55  4.12  55,83,90        73  0.17  73,82,20      ->
' a'              DET      33  4.08  33,61,4         73  0.13  73,82,26      ->
' tight'          ADJ      55  3.61  55,80,90        73  0.50  73,82,114     ->
' race'           NOUN     55  4.28  55,25,83        73  0.11  73,124,120    ->
','               PUNCT    46  3.17  46,33,55        73  0.29  73,45,124     ->
' with'           ADP      33  3.01  33,55,111       73  1.18  73,113,98     ->
' neither'        DET       4  4.07  4,33,61         73  0.75  73,82,53      ->
' candidate'      NOUN     58  3.92  58,25,55        73  0.09  73,124,59     ->
' holding'        VERB      8  4.07  8,55,33         73  0.38  73,68,126     ->
' a'              DET      33  4.05  33,61,4         73  0.13  73,82,26      ->
' decisive'       ADJ      55  2.84  55,83,25        73  0.33  73,112,82     ->
' lead'           NOUN     55  3.97  55,80,83        73  0.16  73,98,93      ->
' outside'        ADP      55  3.97  55,80,97        73  0.41  73,68,93      ->
' the'            DET      53  2.93  53,61,33        73  0.53  73,53,82      ->
' margin'         NOUN     55  4.22  55,83,36        73  0.30  73,93,37      ->
' of'             ADP      33  3.60  33,55,111       73  0.53  73,93,24      ->
' error'          NOUN     55  4.28  55,83,88        73  0.19  73,82,24      ->
'.'               PUNCT    76  1.36  76,82,33        73  1.10  73,6,105      ->
' Campaign'       PROPN    25  4.20  25,55,83        73  0.28  73,120,124    ->
' strateg'        X        55  4.37  55,77,83        73  0.20  73,124,82     ->
'ists'            X        58  4.02  58,25,55        73  0.09  73,82,124     ->
' on'             ADP      33  3.81  33,55,111      108  0.13  108,73,68     ->
' both'           DET      55  3.95  55,81,94        73  0.07  73,93,24      ->
' sides'          NOUN     55  4.47  55,25,58        73  0.17  73,124,93     ->
' have'           VERB     33  4.15  33,111,4        73  0.34  73,35,82      ->
' shifted'        VERB     55  2.75  55,39,83        73  0.16  73,98,82      ->
' resources'      NOUN     55  4.27  55,49,109       73  0.11  73,120,124    ->
' toward'         ADP      33  3.88  33,111,55       73  2.23  73,112,68     ->
' rural'          ADJ      55  4.11  55,97,56        73  0.41  73,59,122     ->
' districts'      NOUN     97  3.98  97,25,55        73  0.15  73,124,93     ->
','               PUNCT    46  3.10  46,33,55        73  0.29  73,45,124     ->
' where'          ADV      33  4.44  33,76,85        20  1.40  20,73,40      ->
' turnout'        NOUN     55  3.91  55,25,83        73  0.21  73,82,120     ->
' could'          AUX      33  4.35  33,55,111       64  0.69  64,73,35      ->
' prove'          VERB     55  4.10  55,90,8         73  0.24  73,113,82     ->
' decisive'       ADJ      55  3.09  55,25,83        73  0.37  73,82,112     ->
'.'               PUNCT    76  1.30  76,82,33        73  1.08  73,6,105      ->
' Meanwhile'      ADV      89  3.49  89,55,85        73  0.76  73,20,45      ->
','               PUNCT    46  2.80  46,33,55        73  0.28  73,45,124     ->
' independent'    ADJ      55  4.20  55,25,58        73  0.19  73,124,24     ->
' candidates'     NOUN     58  3.89  58,25,55        73  0.09  73,124,59     ->
' continue'       VERB     55  3.52  55,89,90        73  0.17  73,120,98     ->
' to'             ADP     111  2.71  111,33,55       73  0.38  73,26,24      ->
' draw'           VERB     55  3.92  55,8,33         73  0.40  73,24,16      ->
' support'        NOUN     55  3.77  55,25,80        73  0.12  73,1,120      ->
' from'           ADP      33  3.57  33,55,111       98  0.60  98,73,113     ->
' younger'        ADJ      55  3.97  55,94,90        73  0.13  73,114,75     ->
' voters'         NOUN     25  3.41  25,58,55        73  0.08  73,59,120     ->
' disillusion'    X        55  4.10  55,77,25        73  0.46  73,68,82      ->
'ed'              X        55  3.27  55,80,83        73  0.06  73,82,24      ->
' with'           ADP      33  3.02  33,55,111       73  1.13  73,113,98     ->
' the'            DET      53  2.77  53,61,33        73  0.50  73,53,24      ->
' two'            NUM      55  4.31  55,90,80        73  0.05  73,93,122     ->
' major'          ADJ      55  4.02  55,90,94        73  0.14  73,46,120     ->
' parties'        NOUN     25  3.85  25,58,55        73  0.13  73,124,99     ->
'.'               PUNCT    76  1.26  76,82,33        73  1.04  73,6,105      ->
' '               SPACE    77  4.24  77,3,2          73  0.30  73,105,93     ->
' The'            DET      53  2.80  53,61,33        73  0.66  73,53,24      ->
' foreign'        ADJ      56  4.32  56,25,55        73  0.15  73,120,46     ->
' minister'       NOUN     25  3.67  25,58,55        73  0.25  73,124,122    ->
' met'            VERB     89  4.10  89,55,33        73  0.26  73,68,35      ->
' with'           ADP      33  2.95  33,55,111       73  1.13  73,113,98     ->
' her'            PRON     61  3.52  61,33,111       73  0.23  73,82,26      ->
' counterparts'   NOUN     58  4.14  58,55,25        73  0.21  73,20,124     ->
' from'           ADP      33  3.56  33,55,111       98  0.48  98,73,113     ->
' six'            NUM      55  4.04  55,85,5         73  0.10  73,93,16      ->
' neighbouring'   VERB     55  3.76  55,97,56        73  0.70  73,67,87      ->
' countries'      NOUN     25  4.08  25,56,58        73  0.25  73,124,120    ->
' to'             ADP     111  2.66  111,33,55       73  0.38  73,26,95      ->
' discuss'        VERB     55  3.37  55,114,74       73  0.21  73,82,59      ->
' a'              DET      33  4.05  33,61,4         73  0.13  73,82,26      ->
' regional'       ADJ      55  4.14  55,25,56        73  0.14  73,93,124     ->
' trade'          NOUN     49  4.10  49,55,25        73  0.10  73,124,120    ->
' agreement'      NOUN     55  4.17  55,88,25        73  0.23  73,82,24      ->
' that'           DET      76  4.13  76,33,55        73  0.25  73,93,82      ->
